case_id,country_id,state_id,district_id,report_date,report_time,confirmed,deaths,recovered,new_confirmed,new_deaths,active_cases
378,1,21,1,2021-03-21,08:00:00,538812,14924,484781,5967,25,42304
379,1,21,1,2021-03-22,08:00:00,545530,14951,487270,6717,27,46511
380,1,21,1,2021-03-23,08:00:00,550951,14967,491552,5421,16,47638
381,1,21,1,2021-03-24,08:00:00,557265,15004,494448,6313,36,51027
382,1,21,1,2021-03-25,08:00:00,564273,15031,497770,7008,26,54692
383,1,21,1,2021-03-26,08:00:00,572183,15062,502268,7909,31,58080
384,1,21,1,2021-03-27,08:00:00,580301,15093,506012,8118,31,62429
385,1,21,1,2021-03-28,08:00:00,588161,15140,509207,7859,46,67057
386,1,21,1,2021-03-29,08:00:00,597052,15170,513139,8891,30,71993
387,1,21,1,2021-03-30,08:00:00,604013,15199,517727,6961,28,74344
388,1,21,1,2021-03-31,08:00:00,610155,15238,522967,6141,38,75215
389,1,21,1,2021-04-01,08:00:00,618855,15301,528159,8699,63,78672
390,1,21,1,2021-04-02,08:00:00,628355,15371,535340,9500,69,80937
391,1,21,1,2021-04-03,08:00:00,638896,15506,540648,10540,134,86064
392,1,21,1,2021-04-04,08:00:00,649775,15583,548969,10878,77,88561
393,1,21,1,2021-04-05,08:00:00,662331,15645,555021,12556,62,95017
394,1,21,1,2021-04-06,08:00:00,672734,15689,560796,10403,43,99610
395,1,21,1,2021-04-07,08:00:00,684937,15772,568332,12203,83,104212
396,1,21,1,2021-04-08,08:00:00,698117,15862,574997,13179,90,110656
397,1,21,1,2021-04-09,08:00:00,710500,15967,582946,12382,105,115007
398,1,21,1,2021-04-10,08:00:00,723478,16052,592932,12978,84,117933
399,1,21,1,2021-04-11,08:00:00,735669,16138,604593,12190,86,118395
400,1,21,1,2021-04-12,08:00:00,749593,16236,612075,13924,97,124761
401,1,21,1,2021-04-13,08:00:00,760979,16308,623584,11385,72,124581
402,1,21,1,2021-04-14,08:00:00,774225,16387,630541,13246,78,130808
403,1,21,1,2021-04-15,08:00:00,787195,16465,639258,12969,77,134999
404,1,21,1,2021-04-16,08:00:00,800768,16562,650992,13572,97,136762
405,1,21,1,2021-04-17,08:00:00,814788,16674,660966,14020,111,140721
406,1,21,1,2021-04-18,08:00:00,829555,16791,673458,14767,117,142903
407,1,21,1,2021-04-19,08:00:00,844654,16932,683502,15098,140,147848
408,1,21,1,2021-04-20,08:00:00,857617,17030,695032,12963,98,149203
409,1,21,1,2021-04-21,08:00:00,871278,17176,706962,13661,145,150821
410,1,21,1,2021-04-22,08:00:00,886121,17335,719058,14842,159,153442
411,1,21,1,2021-04-23,08:00:00,900864,17494,732764,14742,159,154355
412,1,21,1,2021-04-24,08:00:00,915568,17710,749054,14703,216,152599
413,1,21,1,2021-04-25,08:00:00,930343,17899,763094,14775,189,153185
414,1,21,1,2021-04-26,08:00:00,944905,18132,776613,14562,232,154045
415,1,21,1,2021-04-27,08:00:00,955619,18279,792395,10714,146,148862
416,1,21,1,2021-04-28,08:00:00,970218,18530,807300,14598,250,148358
417,1,21,1,2021-04-29,08:00:00,984146,18819,820760,13927,289,148599
418,1,21,1,2021-04-30,08:00:00,998701,19035,835838,14554,215,147906
419,1,21,1,2021-05-01,08:00:00,1012543,19267,851174,13842,231,146230
420,1,21,1,2021-05-02,08:00:00,1026465,19492,864666,13922,224,146484
421,1,21,1,2021-05-03,08:00:00,1038928,19679,875964,12462,187,147500
422,1,21,1,2021-05-04,08:00:00,1049624,19838,889054,10696,158,144982
423,1,21,1,2021-05-05,08:00:00,1061038,20087,903560,11413,249,141694
424,1,21,1,2021-05-06,08:00:00,1073719,20345,916101,12680,257,141632
425,1,21,1,2021-05-07,08:00:00,1087401,20584,930146,13682,238,141081
426,1,21,1,2021-05-08,08:00:00,1099286,20835,938371,11884,251,144544
427,1,21,1,2021-05-09,08:00:00,1111733,21077,956470,12447,241,138702
428,1,21,1,2021-05-10,08:00:00,1122382,21237,969719,10648,160,135975
429,1,21,1,2021-05-11,08:00:00,1130574,21391,983273,8191,153,130493
430,1,21,1,2021-05-12,08:00:00,1139584,21613,999106,9010,222,123496
431,1,21,1,2021-05-13,08:00:00,1149876,21841,1012043,10291,228,120671
432,1,21,1,2021-05-14,08:00:00,1159244,22079,1024040,9368,238,117854
433,1,21,1,2021-05-15,08:00:00,1168027,22274,1035755,8783,194,114770
434,1,21,1,2021-05-16,08:00:00,1175693,22543,1048751,7666,268,109229
435,1,21,1,2021-05-17,08:00:00,1183259,22816,1061801,7565,272,103530
436,1,21,1,2021-05-18,08:00:00,1189114,23096,1072408,5855,280,98560
437,1,21,1,2021-05-19,08:00:00,1195371,23457,1084045,6256,361,92894
438,1,21,1,2021-05-20,08:00:00,1202858,23623,1095366,7486,166,88930
439,1,21,1,2021-05-21,08:00:00,1209438,23899,1105787,6580,275,84872
440,1,21,1,2021-05-22,08:00:00,1215960,24253,1115576,6521,353,81328
441,1,21,1,2021-05-23,08:00:00,1221709,24444,1124440,5749,190,78062
442,1,21,1,2021-05-24,08:00:00,1227577,24813,1130859,5867,369,77221
443,1,21,1,2021-05-25,08:00:00,1232444,24979,1140170,4866,165,72647
444,1,21,1,2021-05-26,08:00:00,1237754,25297,1148128,5309,318,69748
445,1,21,1,2021-05-27,08:00:00,1243199,25575,1153203,5445,277,69901
446,1,21,1,2021-05-28,08:00:00,1247879,25823,1160764,4680,247,66825
447,1,21,1,2021-05-29,08:00:00,1252442,26095,1167732,4562,272,64206
448,1,21,1,2021-05-30,08:00:00,1256907,26328,1174764,4464,232,61456
449,1,21,1,2021-05-31,08:00:00,1260999,26556,1179721,4092,227,60412
450,1,21,1,2021-06-01,08:00:00,1264316,26696,1186981,3316,140,56359
451,1,21,1,2021-06-02,08:00:00,1267423,26935,1194890,3107,239,51369
452,1,21,1,2021-06-03,08:00:00,1270760,27090,1201329,3337,154,48145
453,1,21,1,2021-06-04,08:00:00,1274110,27270,1206965,3350,180,45718
454,1,21,1,2021-06-05,08:00:00,1277224,27655,1211552,3113,385,43941
455,1,21,1,2021-06-06,08:00:00,1280229,27863,1216343,3004,207,41993
456,1,21,1,2021-06-07,08:00:00,1282991,28036,1219518,2762,173,41444
457,1,21,1,2021-06-08,08:00:00,1285240,28131,1224156,2248,95,38980
458,1,21,1,2021-06-09,08:00:00,1287636,28328,1227803,2396,196,37574
459,1,21,1,2021-06-10,08:00:00,1290053,28513,1231406,2417,185,36243
460,1,21,1,2021-06-11,08:00:00,1292739,29049,1233925,2685,536,35988
461,1,21,1,2021-06-12,08:00:00,1295327,29782,1235708,2588,733,36218
462,1,21,1,2021-06-13,08:00:00,1297681,30333,1238988,2353,550,34859
463,1,21,1,2021-06-14,08:00:00,1299978,31109,1240639,2297,775,34895
464,1,21,1,2021-06-15,08:00:00,1301766,31554,1243880,1788,445,33092
465,1,21,1,2021-06-16,08:00:00,1303450,31963,1247219,1683,408,31116
466,1,21,1,2021-06-17,08:00:00,1305673,32309,1249544,2223,346,30743
467,1,21,1,2021-06-18,08:00:00,1307836,32487,1250839,2162,178,31470
468,1,21,1,2021-06-19,08:00:00,1309991,32668,1253996,2155,181,30327
469,1,21,1,2021-06-20,08:00:00,1311952,32859,1256278,1960,190,29855
470,1,21,1,2021-06-21,08:00:00,1314011,33029,1258280,2059,169,29779
471,1,21,1,2021-06-22,08:00:00,1315391,33127,1261307,1379,98,28055
472,1,21,1,2021-06-23,08:00:00,1317254,33262,1263296,1863,134,27822
473,1,21,1,2021-06-24,08:00:00,1319469,33404,1265723,2214,142,27498
474,1,21,1,2021-06-25,08:00:00,1321634,33560,1267785,2165,155,27480
475,1,21,1,2021-06-26,08:00:00,1323747,33703,1270015,2112,143,27250
476,1,21,1,2021-06-27,08:00:00,1325906,33846,1271941,2158,143,27371
477,1,21,1,2021-06-28,08:00:00,1328100,33960,1273824,2194,113,27592
478,1,21,1,2021-06-29,08:00:00,1329580,34040,1276203,1479,80,26631
479,1,21,1,2021-06-30,08:00:00,1331359,34105,1278100,1778,64,26461
480,1,21,1,2021-07-01,08:00:00,1333508,34144,1280378,2149,39,26302
481,1,21,1,2021-07-02,08:00:00,1335531,34215,1282277,2022,70,26370
482,1,21,1,2021-07-03,08:00:00,1337457,34258,1284122,1925,43,26417
483,1,21,1,2021-07-04,08:00:00,1339545,34362,1285969,2087,103,26576
484,1,21,1,2021-07-05,08:00:00,1341598,34448,1286712,2053,85,27819
485,1,21,1,2021-07-06,08:00:00,1343081,34478,1289578,1482,29,26413
486,1,21,1,2021-07-07,08:00:00,1344933,34588,1291898,1851,110,25857
487,1,21,1,2021-07-08,08:00:00,1347036,34679,1293856,2102,91,25931
488,1,21,1,2021-07-09,08:00:00,1349034,34802,1295796,1998,122,25893
489,1,21,1,2021-07-10,08:00:00,1351012,35009,1298096,1978,206,25408
490,1,21,1,2021-07-11,08:00:00,1352838,35147,1299422,1825,138,25799
491,1,21,1,2021-07-12,08:00:00,1354715,35245,1300745,1877,98,26277
492,1,21,1,2021-07-13,08:00:00,1356388,35286,1304106,1672,40,24556
493,1,21,1,2021-07-14,08:00:00,1357981,35341,1306521,1593,54,23692
494,1,21,1,2021-07-15,08:00:00,1359874,35389,1307856,1892,47,24212
495,1,21,1,2021-07-16,08:00:00,1361636,35436,1309482,1762,47,24311
496,1,21,1,2021-07-17,08:00:00,1363343,35483,1312441,1707,46,23022
497,1,21,1,2021-07-18,08:00:00,1365141,35518,1314410,1797,34,22823
498,1,21,1,2021-07-19,08:00:00,1367121,35568,1315677,1980,50,23497
499,1,21,1,2021-07-20,08:00:00,1368445,35587,1318548,1323,18,21935
500,1,21,1,2021-07-21,08:00:00,1370511,36610,1320200,2065,1023,21545
501,1,21,1,2021-07-22,08:00:00,1372306,36657,1321925,1794,46,21579
502,1,21,1,2021-07-23,08:00:00,1373912,36690,1323631,1606,33,21452
503,1,21,1,2021-07-24,08:00:00,1375398,36737,1324946,1485,46,21586
504,1,21,1,2021-07-25,08:00:00,1376777,36800,1326559,1379,62,21303
505,1,21,1,2021-07-26,08:00:00,1378282,36834,1327706,1505,34,21635
506,1,21,1,2021-07-27,08:00:00,1379355,36849,1330143,1072,14,20259
507,1,21,1,2021-07-28,08:00:00,1380732,36920,1332925,1376,71,18798
508,1,21,1,2021-07-29,08:00:00,1382241,37000,1334268,1508,80,18900
509,1,21,1,2021-07-30,08:00:00,1383834,37053,1336695,1593,53,18025
510,1,21,1,2021-07-31,08:00:00,1385286,37118,1338330,1452,64,17791
511,1,21,1,2021-08-01,08:00:00,1386817,37181,1339972,1530,63,17630
512,1,21,1,2021-08-02,08:00:00,1388242,37225,1340877,1425,43,18117
513,1,21,1,2021-08-03,08:00:00,1389313,37250,1342731,1071,25,17314
514,1,21,1,2021-08-04,08:00:00,1390634,37300,1344227,1321,49,17100
515,1,21,1,2021-08-05,08:00:00,1391982,37354,1345863,1347,54,16769
516,1,21,1,2021-08-06,08:00:00,1393968,37388,1347341,1985,33,17250
517,1,21,1,2021-08-07,08:00:00,1395186,37440,1348630,1218,52,17139
518,1,21,1,2021-08-08,08:00:00,1396520,37476,1350688,1333,35,16386
519,1,21,1,2021-08-09,08:00:00,1397732,37518,1351765,1211,42,16487
520,1,21,1,2021-08-10,08:00:00,1398723,37537,1353430,991,19,15798
521,1,21,1,2021-08-11,08:00:00,1399957,37576,1355128,1233,38,15304
